Sample ID:	WEB337_20h_2		
Data:	150213_008.dat		
aquired:	42049,598773148		
Method(original):	LCMS.met		
Method(reintegrate):	WEB337_off.met		
			
			
Retention Time	Area	Area%	Identified as
10,920000203451	78020	2,7084991931915	 
13,106667073568	356147	12,363802909851	 
13,406667073568	21713	0,75377649068832	 
13,940000406901	254175	8,8237991333008	 
14,153333536784	107526	3,7328133583069	 
15,340000406901	53345	1,851895570755	Eriodyctiol
16,746666463216	390854	13,568671226501	Quercetin
16,986666870117	74801	2,5967502593994	Naringenin
17,420001220703	69228	2,4032809734344	Homoeriodyctiol
18,306667073568	33540	1,1643561124802	Hesperetin
18,806667073568	15744	0,54655998945236	Me-Quercetin?
19,606667073568	21939	0,76162219047546	anthracene-9-carboxylic acid
20,473333740234	1060593	36,818962097168	 
21,620001220703	209808	7,2835788726807	 
23,98666788737	133129	4,6216330528259	 
