Sample ID:	WEB337_10h_15		
Data:	150213_059.dat		
aquired:	42050,92369213		
Method(original):	LCMS.met		
Method(reintegrate):	WEB337_off.met		
			
			
Retention Time	Area	Area%	Identified as
4,7800003051758	57776	0,56899309158325	 
13,106667073568	106696	1,0507699251175	 
13,406667073568	15528	0,15292377769947	 
13,926667277018	1015561	10,001508712769	 
14,146666463216	8863164	87,286743164063	 
15,333333333333	16396	0,1614720672369	Eriodyctiol
16,079999796549	8417	0,082892805337906	Quercetin
16,760000610352	39358	0,38760781288147	Naringenin
17,126666259766	9468	0,093243323266506	 
17,426666259766	21714	0,21384511888027	Homoeriodyctiol
0	0	0	Hesperetin
0	0	0	Me-Quercetin?
0	0	0	anthracene-9-carboxylic acid
